"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"803",803,"60","RL",63,8199,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,3,2,"PConc",4,3,3,6,648,1,0,80,728,"GasA",5,1,4,728,728,0,1456,1,0,2,1,3,1,4,7,7,1,4,"Attchd",2005,3,2,410,3,3,2,36,18,0,0,0,0,0,0,"None",0,10,2008,"WD","Normal",12.1495022940418
"804",804,"60","RL",107,13891,"Pave","None",0,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",424,4,2,"PConc",5,3,4,1,0,1,0,1734,1734,"GasA",5,1,4,1734,1088,0,2822,0,0,3,1,4,1,5,12,7,1,4,"BuiltIn",2009,2,3,1020,3,3,2,52,170,0,0,192,0,0,0,"None",0,1,2009,"New","Partial",13.2758275359155
"805",805,"20","RL",75,9000,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,3,1,2,812,1,0,124,936,"GasA",3,1,4,1128,0,0,1128,0,0,1,0,2,1,3,5,6,0,0,"Attchd",1954,1,1,286,3,3,2,0,0,0,0,0,0,0,2,"None",0,6,2006,"WD","Family",11.6784399034478
"806",806,"20","RL",91,12274,"Pave","None",1,"Lvl",3,"FR2",0,"Somerst","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",256,3,2,"PConc",4,3,1,1,0,1,0,1417,1417,"GasA",5,1,4,1428,0,0,1428,0,0,2,0,3,1,5,6,7,0,0,"Attchd",2008,2,2,554,3,3,2,0,60,0,0,0,0,0,0,"None",0,7,2008,"New","Partial",12.3356964133237
"807",807,"80","RL",75,9750,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","SLvl",5,5,1967,1967,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"PConc",3,3,3,5,400,3,480,100,980,"GasA",4,1,4,980,0,0,980,0,0,2,0,3,1,3,6,7,0,0,"Attchd",1967,3,1,384,3,3,2,68,0,0,0,0,0,0,0,"None",0,10,2006,"WD","Normal",11.8167269193019
"808",808,"70","RL",144,21384,"Pave","None",0,"Lvl",3,"Inside",0,"BrkSide","Norm","Norm","1Fam","2Story",5,6,1923,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,3,4,6,1309,1,0,15,1324,"GasA",5,1,4,1072,504,0,1576,2,0,1,1,3,1,4,6,7,1,3,"Attchd",1923,2,2,528,3,3,2,0,312,0,0,0,0,0,0,"None",0,5,2009,"WD","Normal",12.3171666930358
"809",809,"80","RL",85,13400,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","SLvl",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1047,2,2,"CBlock",3,3,3,5,516,4,128,380,1024,"GasA",3,1,4,1086,0,0,1086,1,0,1,0,3,1,3,6,7,1,4,"Attchd",1966,2,2,484,3,3,2,0,0,0,0,0,0,0,2,"None",0,6,2006,"WD","Normal",11.9826165453777
"810",810,"75","RM",90,8100,"Pave","None",0,"Lvl",3,"Corner",0,"OldTown","Norm","Norm","1Fam","2.5Unf",5,5,1898,1965,"Hip","CompShg","AsbShng","AsbShng","None",0,2,2,"PConc",3,3,1,1,0,1,0,849,849,"GasA",3,0,3,1075,1063,0,2138,0,0,2,0,2,3,3,11,7,0,0,"Detchd",1910,1,2,360,2,1,0,40,156,0,0,0,0,0,3,"None",0,11,2009,"WD","Normal",11.5711943730942
"811",811,"20","RL",78,10140,"Pave","None",0,"Lvl",3,"Inside",0,"NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,2,2,"CBlock",3,3,1,5,663,2,377,0,1040,"GasA",2,1,4,1309,0,0,1309,1,0,1,1,3,1,4,5,7,1,2,"Attchd",1974,2,2,484,3,3,2,265,0,0,0,0,648,2,4,"None",0,1,2006,"WD","Normal",12.106252310248
"812",812,"120","RM",0,4438,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,3,2,"PConc",4,3,4,6,662,1,0,186,848,"GasA",5,1,4,848,0,0,848,1,0,1,0,1,1,4,4,7,1,4,"Attchd",2004,3,2,420,3,3,2,140,0,0,0,0,0,0,0,"None",0,6,2008,"ConLD","Normal",11.8810347865346
"813",813,"20","C (all)",66,8712,"Grvl","None",0,"Bnk",3,"Inside",1,"IDOTRR","Norm","Norm","1Fam","1Story",5,5,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,1,2,"CBlock",3,3,3,1,0,1,0,540,540,"GasA",3,0,3,1044,0,0,1044,0,0,1,0,2,1,2,4,7,0,0,"Basment",1952,1,2,504,3,3,0,0,0,0,0,0,0,0,0,"Shed",54,6,2010,"WD","Alloca",10.9329819619041
"814",814,"20","RL",75,9750,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",243,2,2,"CBlock",3,3,1,3,608,1,0,834,1442,"GasA",4,1,4,1442,0,0,1442,0,0,1,1,4,1,3,7,7,0,0,"Attchd",1958,2,1,301,3,3,2,0,0,275,0,0,0,0,0,"Shed",500,4,2007,"COD","Normal",11.9697172002437
"815",815,"50","RL",45,8248,"Pave","Grvl",0,"Lvl",3,"Inside",0,"Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1918,1950,"Gable","CompShg","Stucco","Stucco","None",0,2,2,"BrkTil",3,3,1,1,0,1,0,686,686,"GasW",4,1,4,686,564,0,1250,0,1,1,1,3,1,2,7,7,0,0,"Detchd",1955,1,1,280,3,3,1,207,0,96,0,0,0,0,0,"None",0,7,2006,"WD","Normal",11.6613454700885
"816",816,"20","RL",48,12137,"Pave","None",2,"Lvl",3,"CulDSac",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,2,2,"PConc",4,3,1,1,0,1,0,1649,1649,"GasA",5,1,4,1661,0,0,1661,0,0,2,0,3,1,4,6,7,0,0,"Attchd",1998,2,2,598,3,3,2,0,34,0,0,0,0,0,0,"None",0,5,2010,"WD","Normal",12.3234111379474
"817",817,"20","RL",0,11425,"Pave","None",1,"Lvl",3,"Corner",0,"NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,2,2,"CBlock",3,3,1,4,486,1,0,522,1008,"GasA",4,1,4,1008,0,0,1008,0,0,1,0,2,1,3,4,7,1,4,"Attchd",1954,2,1,275,3,3,2,0,0,120,0,0,0,0,0,"None",0,7,2006,"WD","Normal",11.8277362048103
"818",818,"20","RL",0,13265,"Pave","None",1,"Lvl",3,"CulDSac",0,"Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,3,2,"PConc",4,3,1,6,1218,1,0,350,1568,"GasA",5,1,4,1689,0,0,1689,1,0,2,0,3,1,4,7,7,2,4,"Attchd",2002,2,3,857,3,3,2,150,59,0,0,0,0,0,0,"None",0,7,2008,"WD","Normal",12.5098740998618
"819",819,"80","RL",80,8816,"Pave","None",0,"Lvl",3,"Inside",0,"ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,2,2,"CBlock",3,3,3,6,504,1,0,506,1010,"GasA",4,1,4,1052,0,0,1052,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1971,1,2,440,3,3,2,0,0,0,0,0,0,0,3,"None",0,6,2010,"WD","Normal",11.9511803959014
"820",820,"120","RL",44,6371,"Pave","None",1,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",128,3,2,"PConc",4,3,2,6,733,1,0,625,1358,"GasA",5,1,4,1358,0,0,1358,1,0,2,0,2,1,4,6,7,1,4,"Attchd",2010,2,2,484,3,3,2,192,35,0,0,0,0,0,0,"None",0,6,2010,"New","Partial",12.3194013308372
"821",821,"60","RL",72,7226,"Pave","None",1,"Lvl",3,"CulDSac",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,1,1,0,1,0,798,798,"GasA",5,1,4,798,842,0,1640,0,0,2,1,3,1,4,6,7,0,0,"Attchd",2003,2,2,595,3,3,2,0,45,0,0,0,0,0,0,"None",0,6,2008,"WD","Normal",12.1172414318236
"822",822,"20","RM",60,6000,"Pave","Pave",0,"Bnk",3,"Inside",1,"OldTown","Norm","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,1,2,"CBlock",2,3,1,1,0,1,0,936,936,"GasA",3,0,4,936,0,0,936,0,0,1,0,2,1,3,4,5,0,0,"Detchd",1974,1,2,576,3,3,2,0,32,112,0,0,0,0,0,"None",0,2,2009,"WD","Normal",11.4403547721354
"823",823,"60","RL",0,12394,"Pave","None",1,"Lvl",3,"Corner",0,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,4,1,0,1,0,847,847,"GasA",5,1,4,847,886,0,1733,0,0,2,1,3,1,4,7,7,1,4,"BuiltIn",2003,3,2,433,3,3,2,100,48,0,0,0,0,0,0,"None",0,10,2007,"WD","Family",12.3238556811866
"824",824,"50","RL",60,9900,"Pave","None",0,"Lvl",3,"Inside",0,"SWISU","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"BrkTil",3,3,1,1,0,1,0,778,778,"GasA",3,1,4,944,545,0,1489,0,0,2,0,3,1,3,7,7,1,4,"Detchd",1940,1,1,240,3,3,2,335,0,0,0,0,0,0,2,"None",0,7,2009,"WD","Normal",11.8458198802436
"825",825,"20","FV",81,11216,"Pave","None",0,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,4,1,1,0,1,0,1489,1489,"GasA",5,1,4,1489,0,0,1489,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2006,2,2,776,3,3,2,0,140,0,0,0,0,0,0,"None",0,6,2006,"New","Partial",12.3570755190667
"826",826,"20","RL",114,14803,"Pave","None",0,"Lvl",3,"Inside",0,"NridgHt","PosN","PosN","1Fam","1Story",10,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","BrkFace",816,4,2,"PConc",5,3,3,6,1636,1,0,442,2078,"GasA",5,1,4,2084,0,0,2084,1,0,2,0,2,1,5,7,7,1,4,"Attchd",2007,3,3,1220,3,3,2,188,45,0,0,0,0,0,0,"None",0,6,2008,"New","Partial",12.8609986132699
"827",827,"45","RM",50,6130,"Pave","None",0,"Lvl",3,"Inside",0,"BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"BrkTil",3,3,1,5,784,1,0,0,784,"GasA",4,1,4,784,0,0,784,1,0,1,0,2,1,4,5,7,0,0,"None",0,0,0,0,0,0,2,0,0,116,0,0,0,0,0,"None",0,5,2008,"WD","Normal",11.6036798282387
"828",828,"20","RL",65,8529,"Pave","None",1,"Lvl",3,"Inside",0,"SawyerW","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,1,6,20,1,0,1434,1454,"GasA",5,1,4,1434,0,0,1434,0,0,2,0,3,1,4,6,7,1,3,"Attchd",2001,2,2,527,3,3,2,290,39,0,0,0,0,0,0,"None",0,4,2009,"WD","Normal",12.1495022940418
"829",829,"60","RL",0,28698,"Pave","None",2,"Low",3,"CulDSac",2,"ClearCr","Norm","Norm","1Fam","2Story",5,5,1967,1967,"Flat","Tar&Grv","Plywood","Plywood","None",0,2,2,"PConc",3,4,4,2,249,5,764,0,1013,"GasA",3,1,4,1160,966,0,2126,0,1,2,1,3,1,3,7,5,0,0,"Attchd",1967,3,2,538,3,3,2,486,0,0,0,225,0,0,0,"None",0,6,2009,"WD","Abnorml",12.1281111040605
"830",830,"160","FV",24,2544,"Pave","Pave",0,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,3,2,"PConc",4,3,1,1,0,1,0,600,600,"GasA",5,1,4,520,623,80,1223,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,"None",0,7,2006,"WD","Normal",11.9009052587374
"831",831,"20","RL",80,11900,"Pave","None",1,"Lvl",3,"Corner",0,"NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,2,2,"CBlock",3,3,1,3,1040,1,0,352,1392,"GasA",3,1,3,1392,0,0,1392,1,0,1,1,3,1,3,6,7,2,4,"Attchd",1957,2,2,458,3,3,2,0,0,0,0,192,0,0,0,"None",0,6,2008,"WD","Normal",12.0197430673387
"832",832,"160","FV",30,3180,"Pave","Pave",0,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"PConc",4,3,1,1,0,1,0,600,600,"GasA",5,1,4,520,600,80,1200,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,"None",0,6,2006,"WD","Normal",11.9250351157971
"833",833,"60","RL",44,9548,"Pave","None",1,"Lvl",3,"CulDSac",0,"CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",223,3,2,"PConc",4,3,1,6,483,1,0,458,941,"GasA",5,1,4,941,888,0,1829,1,0,2,1,3,1,4,7,7,1,3,"Attchd",2003,2,2,613,3,3,2,192,39,0,0,0,0,0,0,"None",0,1,2010,"WD","Normal",12.3758154201173
"834",834,"20","RL",100,10004,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",180,2,2,"CBlock",3,3,1,3,196,4,345,975,1516,"GasA",3,1,4,1516,0,0,1516,0,0,1,1,3,1,3,6,7,0,0,"Attchd",1964,2,2,472,3,3,2,0,0,0,0,152,0,0,0,"None",0,2,2009,"WD","Normal",12.0257490913989
"835",835,"20","RL",75,7875,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,2,2,"CBlock",3,3,1,3,572,1,0,572,1144,"GasA",4,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1961,1,2,456,3,3,2,0,0,0,0,0,0,0,2,"None",0,9,2008,"WD","Normal",11.8490404949436
"836",836,"20","RL",60,9600,"Pave","None",0,"Lvl",3,"Inside",0,"Sawyer","Norm","Norm","1Fam","1Story",4,7,1950,1995,"Gable","CompShg","VinylSd","HdBoard","None",0,2,2,"CBlock",4,3,1,4,442,1,0,625,1067,"GasA",3,1,4,1067,0,0,1067,0,0,2,0,2,1,4,4,5,0,0,"Attchd",1996,1,2,436,3,3,2,290,0,0,0,0,0,0,0,"None",0,2,2010,"WD","Normal",11.7597855429018
"837",837,"30","RM",90,8100,"Pave","Pave",0,"Lvl",3,"Inside",0,"OldTown","Norm","Norm","1Fam","1Story",5,6,1948,1973,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"BrkTil",3,3,1,3,338,1,0,1221,1559,"GasA",4,1,4,1559,0,0,1559,1,0,1,0,2,1,3,5,5,0,0,"Detchd",1948,1,2,812,3,3,2,0,116,230,0,0,0,0,2,"None",0,6,2007,"COD","Normal",11.9414558460094
"838",838,"160","RM",21,1680,"Pave","None",0,"Lvl",3,"Inside",0,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",158,2,2,"CBlock",3,3,1,4,330,1,0,153,483,"GasA",3,1,4,483,504,0,987,1,0,1,1,2,1,3,5,7,0,0,"Detchd",1973,1,1,264,3,3,2,0,0,0,0,0,0,0,0,"None",0,11,2008,"WD","Normal",11.5129254649702
"839",839,"20","RL",75,9525,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"PConc",4,3,1,1,0,1,0,1099,1099,"GasA",5,1,4,1099,0,0,1099,0,0,1,1,3,1,4,6,7,0,0,"Attchd",1999,1,1,352,3,3,2,278,0,0,0,0,0,0,0,"None",0,6,2008,"WD","Normal",11.8775685785581
"840",840,"50","RL",70,11767,"Pave","None",0,"Lvl",3,"Inside",0,"Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",3,3,1,4,352,1,0,416,768,"GasA",5,1,4,768,432,0,1200,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1946,1,1,240,3,3,2,0,0,0,0,0,0,0,0,"None",0,5,2008,"WD","Normal",11.7791285057449
"841",841,"70","RH",0,12155,"Pave","None",1,"Lvl",3,"Inside",0,"SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"BrkTil",3,3,1,4,156,1,0,516,672,"GasA",3,0,4,810,672,0,1482,0,0,2,0,4,1,2,7,7,0,0,"Detchd",1934,1,1,400,3,3,1,0,0,254,0,0,0,0,0,"None",0,3,2008,"WD","Normal",11.8493977015914
"842",842,"70","RM",60,10440,"Pave","Grvl",0,"Lvl",3,"Inside",0,"OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"PConc",3,3,1,1,0,1,0,650,650,"GasA",4,1,4,958,581,0,1539,0,0,2,0,3,1,4,8,7,1,1,"Detchd",1983,1,2,686,4,3,1,70,78,68,0,0,0,0,0,"None",0,6,2008,"WD","Normal",11.9671807372478
"843",843,"80","RL",82,9020,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,2,2,"CBlock",3,3,4,3,312,5,539,276,1127,"GasA",3,1,4,1165,0,0,1165,1,0,1,1,3,1,3,6,7,0,0,"Attchd",1966,2,2,490,4,4,2,0,129,0,0,0,0,0,4,"None",0,5,2008,"WD","Normal",12.0719696610067
"844",844,"90","RL",80,8000,"Pave","None",0,"Lvl",3,"Corner",0,"NAmes","Artery","Norm","Duplex","1Story",5,4,1961,1961,"Gable","CompShg","BrkFace","BrkFace","None",0,2,2,"CBlock",3,3,1,1,0,1,0,1800,1800,"GasA",5,0,4,1800,0,0,1800,0,0,2,0,6,2,3,10,7,0,0,"None",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"None",0,7,2007,"WD","Normal",11.8565151693603
"845",845,"50","RM",100,12665,"Pave","Grvl",1,"Lvl",3,"Inside",0,"OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"BrkTil",3,3,2,1,0,1,0,876,876,"GasA",4,1,4,876,540,0,1416,0,0,1,1,4,1,3,7,7,1,4,"Detchd",1949,1,3,720,3,3,2,418,0,194,0,0,0,0,0,"None",0,6,2008,"WD","Normal",11.944058319827
"846",846,"85","RL",0,16647,"Pave","None",1,"Lvl",3,"CulDSac",0,"Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975,1981,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"CBlock",4,3,4,5,1390,1,0,0,1390,"GasA",3,1,4,1701,0,0,1701,1,0,2,0,3,1,3,6,5,2,3,"Basment",1975,3,2,611,3,3,2,0,0,0,0,0,0,0,0,"None",0,1,2007,"WD","Normal",12.0494188354848
"847",847,"60","RL",75,9317,"Pave","None",0,"Lvl",3,"Inside",0,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,3,2,"PConc",4,3,1,5,513,1,0,227,740,"GasA",5,1,4,1006,769,0,1775,1,0,2,1,3,1,4,7,7,1,3,"Attchd",1993,1,2,425,3,3,2,234,72,192,0,0,0,0,0,"None",0,7,2009,"WD","Normal",12.2690474446916
"848",848,"20","RL",36,15523,"Pave","None",1,"Lvl",3,"CulDSac",0,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,2,2,"CBlock",3,3,3,4,460,1,0,404,864,"GasA",5,1,4,864,0,0,864,1,0,1,0,3,1,3,5,7,1,2,"Attchd",1972,1,1,338,3,3,2,0,0,0,0,0,0,0,0,"None",0,8,2009,"WD","Normal",11.8018567568224
"849",849,"50","RL",75,45600,"Pave","None",2,"Bnk",3,"Inside",0,"ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"BrkTil",3,3,1,1,0,1,0,907,907,"GasA",3,1,4,1307,1051,0,2358,0,0,3,0,5,1,3,10,7,1,4,"Detchd",1908,1,2,360,2,3,2,486,40,0,0,175,0,0,0,"None",0,9,2008,"WD","Normal",12.3883942023241
"850",850,"80","RL",80,9600,"Pave","None",0,"Lvl",3,"FR2",0,"Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976,1994,"Hip","CompShg","Plywood","Plywood","BrkFace",360,3,3,"CBlock",3,3,1,1,0,1,0,528,528,"GasA",5,1,4,1094,761,0,1855,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1976,2,2,512,3,3,2,113,100,0,0,0,0,0,0,"None",0,8,2007,"WD","Normal",12.1388638958367
"851",851,"120","RM",36,4435,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,3,2,"PConc",4,3,3,6,659,1,0,189,848,"GasA",5,1,4,848,0,0,848,1,0,1,0,1,1,4,3,7,0,0,"Attchd",2003,3,2,420,3,3,2,140,0,0,0,0,0,0,0,"None",0,11,2007,"WD","Normal",11.7867621306
"852",852,"120","RL",0,3196,"Pave","None",0,"Lvl",3,"Inside",0,"Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,3,2,"PConc",4,3,4,1,0,1,0,1273,1273,"GasA",5,1,4,1456,0,0,1456,0,0,2,0,2,1,4,7,7,1,3,"Attchd",2003,3,2,400,3,3,2,143,20,0,0,0,0,0,0,"None",0,5,2006,"WD","Normal",12.2783933071098
"853",853,"75","RL",53,7128,"Pave","None",0,"Lvl",3,"Inside",0,"Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,3,1,3,364,1,0,554,918,"GasA",4,1,4,918,728,0,1646,0,0,2,0,4,1,3,7,7,2,4,"Detchd",1941,1,1,240,3,3,2,0,0,0,0,126,0,0,3,"None",0,8,2007,"WD","Normal",12.0076217068063
"854",854,"80","RL",0,12095,"Pave","None",1,"Lvl",3,"Corner",0,"NAmes","Norm","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","CompShg","MetalSd","HdBoard","BrkFace",115,2,3,"CBlock",3,3,4,3,564,1,0,563,1127,"GasA",3,1,4,1445,0,0,1445,0,0,1,1,3,1,3,7,7,1,2,"Attchd",1964,2,2,645,3,3,2,180,0,0,0,0,0,0,3,"None",0,8,2009,"WD","Normal",11.9703503120091
"855",855,"20","RL",102,17920,"Pave","None",0,"Lvl",3,"Inside",0,"Sawyer","Norm","Norm","1Fam","1Story",5,4,1955,1974,"Hip","CompShg","Wd Sdng","Plywood","None",0,2,2,"CBlock",3,3,2,5,306,3,1085,372,1763,"GasA",3,1,4,1779,0,0,1779,1,0,1,1,3,1,3,6,7,1,4,"Attchd",1955,1,2,454,3,3,2,0,418,0,0,312,0,0,0,"None",0,7,2006,"WD","Abnorml",12.0435537160324
"856",856,"20","RL",0,6897,"Pave","None",1,"Lvl",3,"Corner",0,"Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,1,5,659,1,0,381,1040,"GasA",5,1,4,1040,0,0,1040,1,0,1,1,3,1,3,6,7,0,0,"Detchd",1962,1,1,260,3,3,2,0,104,0,0,0,0,0,0,"None",0,4,2010,"WD","Normal",11.7519423654407
"857",857,"80","RL",0,10970,"Pave","None",1,"Low",3,"Inside",1,"CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","Plywood","HdBoard","None",0,2,2,"CBlock",4,4,4,6,505,2,435,0,940,"GasA",3,1,4,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,0,"Detchd",1981,1,2,576,3,2,2,0,0,34,0,0,0,0,3,"None",0,10,2008,"WD","Normal",11.8981878657609
"858",858,"60","RL",65,8125,"Pave","None",0,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"PConc",4,3,1,1,0,1,0,702,702,"GasA",4,1,4,702,779,0,1481,0,0,2,1,3,1,3,6,7,1,3,"Attchd",1994,3,2,343,3,3,2,0,36,0,0,0,0,0,0,"None",0,3,2009,"WD","Normal",12.0668105781967
